title,platform,genre,rating
SIGNALIS,"PlayStation 4, Nintendo Switch","Blood, Violence",Mature 17+
STAR OCEAN THE DIVINE FORCE,"Windows PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series","Fantasy Violence, Language, Mild Suggestive Themes",Teen
Ys VIII: Lacrimosa of DANA,PlayStation 5,"Blood, Fantasy Violence, Language, Suggestive Themes, Use of Alcohol",Teen
Postal 2,Windows PC,"Blood and Gore, Intense Violence, Mature Humor, Strong Language, Use of Drugs",Mature 17+
Manhunt,"Windows PC, PlayStation 2, Xbox","Blood and Gore, Intense Violence, Strong Language",Mature 17+
Call of Duty 4: Modern Warfare,"Windows PC, PlayStation 3, Xbox 360, Xbox One","Blood and Gore, Intense Violence, Strong Language",Mature 17+
Devil May Cry 4,"Windows PC, PlayStation 3, Xbox 360","Blood, Language, Sexual Themes, Violence",Mature 17+
SPORE,"Macintosh, Windows PC","Animated Blood, Comic Mischief, Fantasy Violence",Everyone 10+
Plants vs. Zombies,"Nintendo 3DS, Nintendo DS, Nintendo DSi, PlayStation 3, PS Vita, Xbox 360, Xbox One","Animated Blood, Cartoon Violence",Everyone 10+
Fable III,"Windows PC, Xbox 360, Xbox One","Blood, Language, Sexual Content, Use of Alcohol, Violence",Mature 17+
Alice: Madness Returns,"Windows PC, PlayStation 3, Xbox 360","Blood and Gore, Sexual Themes, Strong Language, Violence",Mature 17+
Batman: Arkham City,"Windows PC, PlayStation 3, Xbox 360","Alcohol Reference, Blood, Mild Language, Suggestive Themes, Use of Tobacco, Violence",Teen
FINAL FANTASY VII,"Windows PC, Xbox One","Blood, Fantasy Violence, Language, Mild Suggestive Themes",Teen
DmC Devil May Cry,"Windows PC, PlayStation 3, Xbox 360","Blood and Gore, Drug Reference, Intense Violence, Nudity, Sexual Content, Strong Language",Mature 17+
Far Cry 3,"Windows PC, PlayStation 3, Xbox 360","Blood and Gore, Intense Violence, Nudity, Strong Language, Strong Sexual Content, Use of Drugs",Mature 17+
Dragon's Dogma: Dark Arisen,"Windows PC, PlayStation 3, Xbox 360","Blood and Gore, Partial Nudity, Suggestive Themes, Violence",Mature 17+
Dark Souls II,"Windows PC, PlayStation 3, Xbox 360","Blood and Gore, Mild Language, Partial Nudity, Violence",Teen
Halo: The Master Chief Collection,Xbox One,"Blood and Gore, Language, Violence",Mature 17+
Dark Souls II: Scholar of the First Sin,"PlayStation 4, Xbox One","Blood and Gore, Mild Language, Partial Nudity, Violence",Teen
Heroes of the Storm,"Macintosh, Windows PC","Crude Humor, Fantasy Violence, Mild Blood, Mild Language, Mild Suggestive Themes",Teen
METAL GEAR SOLID V: The Phantom Pain,"Windows PC, PlayStation 4, Xbox One","Blood and Gore, Intense Violence, Sexual Themes, Strong Language",Mature 17+
Street Fighter 5,"Windows PC, PlayStation 4","Mild Language, Suggestive Themes, Violence",Teen
SUPERHOT,"Macintosh, Windows PC, PlayStation 4, Xbox One","Drug Reference, Violence",Teen
Psychonauts,PlayStation 4,"Cartoon Violence, Crude Humor, Language",Teen
Mafia III,"Macintosh, Windows PC, PlayStation 4, Xbox One","Blood and Gore, Intense Violence, Nudity, Strong Language, Strong Sexual Content, Use of Drugs",Mature 17+
Mount & Blade,Windows PC,"Alcohol Reference, Blood, Mild Language, Mild Suggestive Themes, Violence",Teen
Grand Theft Auto IV,Xbox One,"Blood, Intense Violence, Partial Nudity, Strong Language, Strong Sexual Content, Use of Drugs and Alcohol",Mature 17+
Mario Kart 8 Deluxe,Nintendo Switch,Comic Mischief,Everyone
Injustice 2,"Windows PC, PlayStation 4, Xbox One","Alcohol Reference, Blood, Language, Suggestive Themes, Violence",Teen
Bayonetta 2,Nintendo Switch,"Blood and Gore, Intense Violence, Partial Nudity, Strong Language, Suggestive Themes",Mature 17+
Starbound,"Macintosh, Windows PC, PlayStation 4, Xbox One","Alcohol Reference, Crude Humor, Fantasy Violence, Mild Blood",Everyone 10+
DARK SOULS™: REMASTERED,"Windows PC, PlayStation 4, Xbox One","Blood and Gore, Partial Nudity, Violence",Mature 17+
Just Cause 4,"Windows PC, PlayStation 4, Xbox One","Blood, Intense Violence, Strong Language",Mature 17+
Beat Saber,PlayStation 4,No Descriptors,Everyone
Kingdom Hearts 3,"PlayStation 4, Xbox One","Alcohol Reference, Fantasy Violence",Everyone 10+
Hollow Knight,"Linux, Macintosh, Windows PC, PlayStation 4, Nintendo Switch, Xbox One","Fantasy Violence, Mild Blood",Everyone 10+
Mortal Kombat 11,"Windows PC, PlayStation 4, Nintendo Switch, Xbox One","Blood and Gore, Intense Violence, Strong Language",Mature 17+
DATE A LIVE: RIO-REINCARNATION,"Windows PC, PlayStation 4","Partial Nudity, Sexual Themes",Mature 17+
Control,"Windows PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series","Blood, Strong Language, Violence",Mature 17+
Hunt: Showdown,"Windows PC, PlayStation 4, Xbox One","Blood and Gore, Violence",Mature 17+
Luigi's Mansion 3,Nintendo Switch,"Comic Mischief, Mild Cartoon Violence",Everyone
Red Dead Redemption 2,Windows PC,"Blood and Gore, Intense Violence, Nudity, Sexual Content, Strong Language, Use of Drugs and Alcohol",Mature 17+
Pokémon Shield,Nintendo Switch,"Comic Mischief, Mild Cartoon Violence",Everyone
DRAGON BALL Z: KAKAROT,"Windows PC, PlayStation 4, Xbox One","Mild Language, Suggestive Themes, Violence",Teen
Nioh 2,PlayStation 4,"Blood and Gore, Suggestive Themes, Violence",Mature 17+
Persona 4 Golden,Windows PC,"Alcohol Reference, Animated Blood, Language, Partial Nudity, Sexual Themes, Violence",Mature 17+
NIER REPLICANT VER.1.22474487139…,"Windows PC, PlayStation 4, Xbox One, Xbox Series","Blood, Strong Language, Suggestive Themes, Violence",Mature 17+
Persona 5 Strikers,"Windows PC, PlayStation 4, Nintendo Switch","Blood, Partial Nudity, Sexual Themes, Strong Language, Violence",Mature 17+
Life is Strange: True Colors,"Windows PC, PlayStation 4, PlayStation 5, Stadia, Nintendo Switch, Xbox One, Xbox Series","Blood, Drug Reference, Strong Language, Suggestive Themes, Use of Alcohol, Violence",Mature 17+
Star Wars Jedi: Fallen Order,"PlayStation 5, Xbox Series","Mild Language, Violence",Teen
DEATHLOOP,"Windows PC, PlayStation 5","Blood and Gore, Drug Reference, Intense Violence, Sexual Themes, Strong Language",Mature 17+
Alan Wake Remastered,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series","Blood, Language, Use of Alcohol and Tobacco, Violence",Teen
Shin Megami Tensei V,Nintendo Switch,"Blood, Partial Nudity, Sexual Themes, Strong Language, Violence",Mature 17+
Halo Infinite (Campaign),"Windows PC, Xbox One, Xbox Series","Blood, Mild Language, Violence",Teen
The Binding of Isaac: Repentance,"PlayStation 5, Nintendo Switch, Xbox Series","Blood and Gore, Crude Humor, Language, Use of Drugs, Violence",Mature 17+
Pokémon Legends: Arceus,Nintendo Switch,Mild Fantasy Violence,Everyone
Five Nights at Freddy's: Security Breach,"Xbox One, Xbox Series",Fantasy Violence,Teen
The Outer Worlds: Spacer's Choice Edition,"Windows PC, PlayStation 5, Xbox Series","Blood and Gore, Intense Violence, Strong Language, Use of Drugs",Mature 17+
It Takes Two,Nintendo Switch,"Animated Blood, Comic Mischief, Fantasy Violence, Language",Teen
Leisure Suit Larry: Magna Cum Laude Uncut and Uncensored,Windows PC,"Mature Humor, Nudity, Strong Language, Strong Sexual Content, Use of Alcohol",Adults Only 18+
Lula 3D,Windows PC,"Blood, Nudity, Strong Language, Strong Sexual Content, Violence",Adults Only 18+
Playboy the Mansion: Private Party,Windows PC,"Nudity, Strong Sexual Content",Adults Only 18+
Half-Life 2: Episode Two,"Windows PC, PlayStation 3, Xbox 360","Blood and Gore, Intense Violence, Language",Mature 17+
Dark Souls,"Windows PC, PlayStation 3, Xbox 360","Blood and Gore, Partial Nudity, Violence",Mature 17+
Diablo III,"Macintosh, Windows PC, PlayStation 3, Xbox 360","Blood and Gore, Violence",Mature 17+
Assassin's Creed III,"Windows PC, PlayStation 3, Wii U, Xbox 360","Blood, Intense Violence, Sexual Themes, Strong Language",Mature 17+
Assassin's Creed IV: Black Flag,"Windows PC, PlayStation 4, Stadia, Xbox One","Blood, Sexual Themes, Strong Language, Use of Alcohol, Violence",Mature 17+
Fable Anniversary,"Windows PC, Xbox 360","Blood and Gore, Language, Sexual Content, Use of Alcohol, Violence",Mature 17+
Wolfenstein: The New Order,"Windows PC, PlayStation 4, Xbox One","Blood and Gore, Intense Violence, Strong Language, Strong Sexual Content, Use of Drugs",Mature 17+
Dragon Age: Inquisition,"Windows PC, PlayStation 4, Xbox One","Blood, Intense Violence, Nudity, Sexual Content, Strong Language",Mature 17+
Terraria,"PlayStation 4, Xbox One","Blood and Gore, Cartoon Violence, Mild Suggestive Themes, Use of Alcohol",Teen
Until Dawn,PlayStation 4,"Blood and Gore, Intense Violence, Sexual Themes, Strong Language",Mature 17+
DOOM,"Windows PC, PlayStation 4, Stadia, Xbox One","Blood and Gore, Intense Violence, Strong Language",Mature 17+
Resident Evil 7 biohazard,"Windows PC, PlayStation 4, Xbox One","Blood and Gore, Intense Violence, Strong Language",Mature 17+
Black Desert,"Windows PC, PlayStation 4, Xbox One","Blood, Mild Language, Suggestive Themes, Use of Alcohol, Violence",Teen
Hollow Knight,"PlayStation 4, Xbox One","Fantasy Violence, Mild Blood",Everyone 10+
The Forest,PlayStation 4,"Intense Violence, Blood and Gore, Partial Nudity",Mature 17+
Tom Clancy's The Division 2,"Windows PC, PlayStation 4, Stadia, Xbox One","Blood, Drug Reference, Intense Violence, Strong Language",Mature 17+
Star Wars Jedi: Fallen Order,"Windows PC, PlayStation 4, Xbox One","Mild Language, Violence",Teen
Resident Evil 3,"PlayStation 4, Xbox One","Blood and Gore, Intense Violence, Strong Language",Mature 17+
Xenoblade Chronicles: Definitive Edition,Nintendo Switch,"Blood, Mild Language, Partial Nudity, Use of Alcohol and Tobacco, Violence",Teen
Aokana - Four Rhythms Across the Blue,Nintendo Switch,"Partial Nudity, Sexual Themes, Strong Language",Mature 17+
HITMAN 3,"Windows PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series","Blood, Drug Reference, Intense Violence, Strong Language",Mature 17+
Bugsnax,"PlayStation 4, PlayStation 5","Animated Blood, Crude Humor, Fantasy Violence, Suggestive Themes",Everyone 10+
Returnal,PlayStation 5,"Blood, Mild Language, Violence",Teen
Super Mario 3D World + Bowser's Fury,Nintendo Switch,Mild Cartoon Violence,Everyone
Hades,"Macintosh, Windows PC, Nintendo Switch","Alcohol Reference, Blood, Mild Language, Suggestive Themes, Violence",Teen
Tales of Arise,"Windows PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series","Alcohol Reference, Blood, Language, Suggestive Themes, Violence",Teen
Ghost of Tsushima: Director's Cut,"PlayStation 4, PlayStation 5","Blood and Gore, Intense Violence, Language, Partial Nudity",Mature 17+
Uncharted: Legacy of Thieves Collection,"Windows PC, PlayStation 5","Blood, Language, Use of Alcohol and Tobacco, Violence",Teen
LEGO Star Wars: The Skywalker Saga,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series","Cartoon Violence, Comic Mischief",Everyone 10+
Marvel’s Midnight Suns,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series","Language, Mild Blood, Violence",Teen
CRISIS CORE -FINAL FANTASY VII- REUNION,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series","Blood, Violence",Teen
"Warhammer 40,000 : Darktide","Windows PC, Xbox Series","Blood and Gore, Intense Violence",Mature 17+
IG MAKER,Windows PC,Mild Fantasy Violence,Everyone
FINAL FANTASY XIV,"Windows PC, PlayStation 3","Alcohol Reference, Animated Blood, Language, Suggestive Themes, Violence",Teen
Fallout: New Vegas,"Windows PC, PlayStation 3, Xbox 360","Blood and Gore, Intense Violence, Sexual Content, Strong Language, Use of Drugs",Mature 17+
PAYDAY 2,"Windows PC, PlayStation 3, Xbox 360","Blood, Drug Reference, Intense Violence, Strong Language, Suggestive Themes",Mature 17+
BioShock: The Collection,"Windows PC, PlayStation 4, Xbox One","Blood and Gore, Drug Reference, Intense Violence, Sexual Themes, Strong Language, Use of Alcohol and Tobacco",Mature 17+
Yakuza 6: The Song of Life,"Windows PC, PlayStation 4, Xbox One","Blood, Intense Violence, Partial Nudity, Sexual Content, Strong Language, Use of Alcohol",Mature 17+
Dead Cells,"PlayStation 4, Nintendo Switch","Blood and Gore, Language, Violence",Teen
Sekiro™: Shadows Die Twice,"Windows PC, PlayStation 4, Xbox One","Blood and Gore, Violence",Mature 17+
Devil May Cry 5,"Windows PC, PlayStation 4, Xbox One","Blood, Partial Nudity, Strong Language, Violence",Mature 17+
Days Gone,"Windows PC, PlayStation 4","Blood and Gore, Drug Reference, Intense Violence, Sexual Themes, Strong Language",Mature 17+
Need for Speed HEAT,"Windows PC, PlayStation 4, Xbox One","Language, Mild Violence",Teen
Yakuza: Like a Dragon,"Windows PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X","Blood, Intense Violence, Sexual Themes, Strong Language, Use of Alcohol",Mature 17+
Immortals Fenyx Rising,"Windows PC, PlayStation 4, PlayStation 5, Stadia, Nintendo Switch, Xbox One, Xbox Series","Language, Suggestive Themes, Violence",Teen
Demon's Souls,PlayStation 5,"Blood and Gore, Violence",Mature 17+
Fortnite,"Android, Windows PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series",Violence,Teen
It Takes Two,"Windows PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series","Animated Blood, Comic Mischief, Fantasy Violence, Language",Teen
Disco Elysium- The Final Cut,"Macintosh, Windows PC, PlayStation 4, PlayStation 5, Stadia, Nintendo Switch, Xbox One, Xbox Series","Blood, Sexual Themes, Strong Language, Use of Drugs, Violence",Mature 17+
Weird West,PlayStation 4,"Blood and Gore, Strong Language, Violence",Mature 17+
Gran Turismo 7,"PlayStation 4, PlayStation 5","Alcohol Reference, Use of Tobacco",Everyone
STRANGER OF PARADISE FINAL FANTASY ORIGIN,"Windows PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series","Blood and Gore, Strong Language, Suggestive Themes, Violence",Mature 17+
The Elder Scrolls V: Skyrim Anniversary Edition,Nintendo Switch,"Blood and Gore, Intense Violence, Language, Sexual Themes, Use of Alcohol",Mature 17+
Singles,Windows PC,"Nudity, Strong Sexual Content",Adults Only 18+
Grand Theft Auto IV,"Windows PC, PlayStation 3, Xbox 360","Blood, Intense Violence, Partial Nudity, Strong Language, Strong Sexual Content, Use of Drugs and Alcohol",Mature 17+
Dragon Age: Origins,"Macintosh, Windows PC, PlayStation 3, Xbox 360","Blood, Intense Violence, Language, Partial Nudity, Sexual Content",Mature 17+
World of Warcraft,"Macintosh, Windows PC","Blood and Gore, Crude Humor, Mild Language, Suggestive Themes, Use of Alcohol, Violence",Teen
UNCHARTED The Nathan Drake Collection,PlayStation 4,"Blood, Language, Suggestive Themes, Use of Tobacco, Violence",Teen
Tom Clancy's Rainbow Six Siege,"Windows PC, PlayStation 4, Xbox One","Blood, Drug Reference, Strong Language, Violence",Mature 17+
Yakuza 0,"Windows PC, PlayStation 4","Blood, Intense Violence, Sexual Content, Strong Language, Use of Alcohol",Mature 17+
Little Nightmares,"Windows PC, PlayStation 4, Xbox One","Blood, Violence",Teen
Star Wars™ Battlefront™ II,"Windows PC, PlayStation 4, Xbox One",Violence,Teen
Wolfenstein Alt History Collection,Xbox Series,"Blood and Gore, Intense Violence, Partial Nudity, Strong Language, Strong Sexual Content, Use of Drugs",Mature 17+
Mass Effect Legendary Edition,"Windows PC, PlayStation 4, Xbox One","Blood, Drug Reference, Partial Nudity, Sexual Content, Strong Language, Use of Alcohol, Violence",Mature 17+
Among Us - Crewmate Edition,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series","Fantasy Violence, Mild Blood",Everyone 10+
Evil Dead: The Game,"PlayStation 4, PlayStation 5, Xbox One, Xbox Series","Blood and Gore, Intense Violence, Language, Partial Nudity",Mature 17+
Crusader Kings III,"PlayStation 5, Xbox Series","Drug Reference, Language, Mild Violence, Suggestive Themes",Teen
Neon White,"Windows PC, Nintendo Switch","Fantasy Violence, Language, Mild Blood, Mild Suggestive Themes, Use of Tobacco",Teen
Disney Dreamlight Valley,Windows PC,No Descriptors,Everyone
Fire Emblem Warriors: Three Hopes,Nintendo Switch,"Alcohol Reference, Mild Suggestive Themes, Violence",Teen
The Dark Pictures Anthology: The Devil in Me,"Windows PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series","Blood and Gore, Intense Violence, Strong Language",Mature 17+
Fortnite - Anime Legends,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",Violence,Teen
Arcadia Fallen,"PlayStation 4, PlayStation 5, Nintendo Switch","Alcohol Reference, Fantasy Violence, Language, Mild Suggestive Themes",Teen
Company of Heroes 3,Windows PC,"Blood and Gore, Strong Language, Violence",Mature 17+
Left 4 Dead 2,"Windows PC, Xbox 360","Blood and Gore, Intense Violence, Language",Mature 17+
League of Legends,"Macintosh, Windows PC","Blood, Fantasy Violence, Mild Suggestive Themes, Use of Alcohol and Tobacco",Teen
Dark Souls III,"Windows PC, PlayStation 4, Xbox One","Blood, Violence",Mature 17+
Kingdom Come: Deliverance,"Windows PC, PlayStation 4, Xbox One","Blood and Gore, Intense Violence, Nudity, Strong Language, Strong Sexual Content, Use of Alcohol",Mature 17+
AI: The Somnium Files,"PlayStation 4, Nintendo Switch","Blood and Gore, Intense Violence, Strong Language, Suggestive Themes",Mature 17+
Grand Theft Auto V,"Windows PC, PlayStation 4, Xbox One","Blood and Gore, Intense Violence, Mature Humor, Nudity, Strong Language, Strong Sexual Content, Use of Drugs and Alcohol",Mature 17+
DOOM Eternal,"Windows PC, PlayStation 4, PlayStation 5, Stadia, Nintendo Switch, Xbox One, Xbox Series","Blood and Gore, Intense Violence",Mature 17+
Animal Crossing: New Horizons,Nintendo Switch,Comic Mischief,Everyone
Guilty Gear -Strive-,"Windows PC, PlayStation 4, PlayStation 5","Blood, Language, Mild Suggestive Themes, Violence",Teen
Marvel's Guardians of the Galaxy,"Windows PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series","Language, Mild Blood, Mild Suggestive Themes, Use of Alcohol, Violence",Teen
NieR:Automata The End of YoRHa Edition,Nintendo Switch,"Blood, Partial Nudity, Strong Language, Violence",Mature 17+
Police Simulator: Patrol Officers,"Windows PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series","Drug Reference, Mild Violence, Use of Alcohol",Teen
